PONumber,Catalog ID,ItemID,Item Name,Form,When to use the form,Description,Specifications,Category,Subcategory,UserID,User Name,SupplierID,Country,Contact Number,Email,PurchaseDate,DeliveryDate,Quantity,Unit Price,TotalCost,CostCenter,GLAccount,Currency,Budget Owner,Budget,Budget Available,Department,Role,Rating,Avg Delivery Time (Days),Lead Time(hrs),Reliability Score,Quarter,Spend Type,Supplier Name,Spend Compliance,Supervisor Approval(hrs),Buyer Approval(hrs),Finance Approval(hrs),Department Head Approval(hrs)
PO1171,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1061,Alexander,S004,India,227-555-1376,user1061@example.com,05-06-2023,5/27/2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,22,4.9,2023 Q2,Service,Data Dynamics Corp.,Yes,4,5,,11
PO1175,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1066,Ava,S002,Canada,187-555-6655,user1066@example.com,7/31/2023,9/13/2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,25,4.9,2023 Q3,Service,Global Services Co.,Yes,4,6,,11
PO1176,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1066,Logan,S004,India,187-555-6655,user1066@example.com,7/31/2023,9/13/2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,28,4.9,2023 Q3,Service,Data Dynamics Corp.,Yes,5,8,,11
PO1179,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1071,Lucas,S005,Australia,258-555-8101,user1071@example.com,10/22/2023,11-09-2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,25,4.9,2023 Q4,Service,FutureTech Enterprises,Yes,5,6,,12
PO1180,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1071,Abigail,S004,India,258-555-8101,user1071@example.com,10/22/2023,11-09-2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,25,4.9,2023 Q4,Service,Data Dynamics Corp.,Yes,5,5,,10
PO1186,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1076,Avery,S002,Canada,929-555-7735,user1076@example.com,02-02-2023,03-07-2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,23,4.9,2023 Q1,Service,Global Services Co.,Yes,4,6,,11
PO1187,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1076,David,S003,UK,929-555-7735,user1076@example.com,02-02-2023,03-07-2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,23,4.9,2023 Q1,Service,Innovative IT Ltd.,Yes,4,5,,10
PO1189,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1081,Grace,S002,Canada,139-555-4697,user1081@example.com,03-04-2023,3/30/2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,25,4.9,2023 Q1,Service,Global Services Co.,Yes,3,8,,10
PO1190,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1081,Victoria,S004,India,139-555-4697,user1081@example.com,03-04-2023,3/30/2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,24,4.9,2023 Q1,Service,Data Dynamics Corp.,Yes,3,7,,10
PO1191,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1086,Aiden,S005,Australia,644-555-6218,user1086@example.com,10-09-2023,12-03-2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,23,4.9,2023 Q4,Service,FutureTech Enterprises,Yes,3,6,,12
PO1192,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1086,Scarlett,S004,India,644-555-6218,user1086@example.com,10-09-2023,12-03-2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,23,4.9,2023 Q4,Service,Data Dynamics Corp.,Yes,3,5,,10
PO1196,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1091,Dylan,S001,USA,888-555-5525,user1091@example.com,05-11-2023,07-05-2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,23,4.9,2023 Q2,Service,Tech Solutions Inc.,Yes,3,5,,11
PO1197,,ME001,Marketing Event,Marketing Request Form,"New product launch, Annual summit, Celebrity events, Social media campaigns",A Marketing Event is an organized effort to promote a company's products or services through an interactive experience. These events can range from trade shows and conferences to product launches and webinars.,"Marketing Events can take various forms, including trade shows, conferences, webinars, product launches, and workshops. They target audiences such as customers, partners, media, and industry professionals. Key features of these events include branding opportunities, networking sessions, guest speakers, and live demonstrations. Logistics cover venue booking, catering, AV equipment, and marketing collateral. Metrics to evaluate the event's success include attendance rate, engagement level, lead generation, and return on investment (ROI) analysis.",Management,Event Management,U1091,Madison,S004,India,888-555-5525,user1091@example.com,05-11-2023,07-05-2023,40,500,20000,CC002,GL002,USD,Mark Brown,200000,180000,Marketing,Director,4.7,7,27,4.9,2023 Q2,Service,Data Dynamics Corp.,Yes,5,7,,11
PO1201,,SD001,Software Development Request,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis","A Software Development Request is a formal request for the creation or enhancement of software applications. This request outlines the specific needs, features, and functionalities required for the software project.","A Software Development Request outlines project details including the project name, requester information, business objectives, and technical requirements. The development phases encompass requirement analysis, design, development, testing, and deployment. The request specifies the technologies to be used, such as programming languages, frameworks, databases, and APIs, and ensures compatibility with existing systems. It includes an estimated timeline with start and end dates and milestones. Resources needed are the development team, budget, and tools. The delivery method can follow Agile, Waterfall, or DevOps methodologies, with provisions for post-launch support, bug fixes, and updates.",Technical Services,Software Development,U1093,Gabriel,S002,Canada,186-555-5758,user1093@example.com,11/29/2023,1/22/2024,20,1000,20000,CC004,GL004,USD,Sarah Green,150000,130000,IT,Developer,4.8,20,25,4.7,2023 Q4,Service,Global Services Co.,Yes,5,5,,11
PO1202,,SD001,Software Development Request,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis","A Software Development Request is a formal request for the creation or enhancement of software applications. This request outlines the specific needs, features, and functionalities required for the software project.","A Software Development Request outlines project details including the project name, requester information, business objectives, and technical requirements. The development phases encompass requirement analysis, design, development, testing, and deployment. The request specifies the technologies to be used, such as programming languages, frameworks, databases, and APIs, and ensures compatibility with existing systems. It includes an estimated timeline with start and end dates and milestones. Resources needed are the development team, budget, and tools. The delivery method can follow Agile, Waterfall, or DevOps methodologies, with provisions for post-launch support, bug fixes, and updates.",Technical Services,Software Development,U1093,Ellie,S005,Australia,186-555-5758,user1093@example.com,11/29/2023,1/22/2024,20,1000,20000,CC004,GL004,USD,Sarah Green,150000,130000,IT,Developer,4.8,20,26,4.7,2023 Q4,Service,FutureTech Enterprises,Yes,5,6,,11
PO1162,,IT002,IT Support Services,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis","IT Support Services provide assistance with technology-related issues, ensuring that hardware, software, and networks function optimally. These services are critical for maintaining business continuity and addressing technical problems promptly.","IT Support Services offer a range of service types including help desk, on-site support, remote support, network management, and security services. Support is provided through various channels such as phone, email, live chat, ticketing system, and on-site visits. Response times are defined by service level agreements (SLA), typically ranging from immediate to 24 hours. Support hours can be 24/7, business hours, or weekends. Technical expertise includes hardware troubleshooting, software installation, network configuration, cybersecurity, and data backup and recovery. Tools used include remote access software, diagnostic tools, and monitoring systems. Reporting features incident reports, monthly performance reports, and user feedback, with training available for end-users and IT staff, along with access to a knowledge base.",IT Services,IT Support,U1054,Sophia,S005,Australia,772-555-9205,user1054@example.com,2/16/2023,03-11-2023,20,400,8000,CC005,GL005,USD,John Green,80000,72000,IT,Support,4.6,12,24,4.5,2023 Q1,Service,FutureTech Enterprises,Yes,4,8,,10
PO1177,,IT002,IT Support Services,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis","IT Support Services provide assistance with technology-related issues, ensuring that hardware, software, and networks function optimally. These services are critical for maintaining business continuity and addressing technical problems promptly.","IT Support Services offer a range of service types including help desk, on-site support, remote support, network management, and security services. Support is provided through various channels such as phone, email, live chat, ticketing system, and on-site visits. Response times are defined by service level agreements (SLA), typically ranging from immediate to 24 hours. Support hours can be 24/7, business hours, or weekends. Technical expertise includes hardware troubleshooting, software installation, network configuration, cybersecurity, and data backup and recovery. Tools used include remote access software, diagnostic tools, and monitoring systems. Reporting features incident reports, monthly performance reports, and user feedback, with training available for end-users and IT staff, along with access to a knowledge base.",IT Services,IT Support,U1069,Harper,S004,India,628-555-5709,user1069@example.com,3/18/2023,4/26/2023,20,400,8000,CC005,GL005,USD,John Green,80000,72000,IT,Support,4.6,12,26,4.5,2023 Q1,Service,Data Dynamics Corp.,Yes,4,7,,11
PO1182,,IT002,IT Support Services,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis","IT Support Services provide assistance with technology-related issues, ensuring that hardware, software, and networks function optimally. These services are critical for maintaining business continuity and addressing technical problems promptly.","IT Support Services offer a range of service types including help desk, on-site support, remote support, network management, and security services. Support is provided through various channels such as phone, email, live chat, ticketing system, and on-site visits. Response times are defined by service level agreements (SLA), typically ranging from immediate to 24 hours. Support hours can be 24/7, business hours, or weekends. Technical expertise includes hardware troubleshooting, software installation, network configuration, cybersecurity, and data backup and recovery. Tools used include remote access software, diagnostic tools, and monitoring systems. Reporting features incident reports, monthly performance reports, and user feedback, with training available for end-users and IT staff, along with access to a knowledge base.",IT Services,IT Support,U1074,Evelyn,S005,Australia,113-555-2600,user1074@example.com,06-09-2023,7/15/2023,20,400,8000,CC005,GL005,USD,John Green,80000,72000,IT,Support,4.6,12,22,4.5,2023 Q2,Service,FutureTech Enterprises,Yes,4,5,,10
PO1015,CAT002,I105,Optoma UHD50X,,,"The Optoma UHD50X is a 4K UHD home theater projector designed for cinematic experiences. It features high brightness, HDR support, and advanced image processing for stunning visuals.","Specs: 3,400 lumens, 3840x2160 resolution, HDR support, 500,000:1 contrast ratio, vertical lens shift.",Presentation Equipment,Projector,US073,Bob,SUP042,China,+86 8225363856,sanders-callahan@gmail.com,04-05-2023,4/26/2023,7,1037.85,7264.95,CC93,GL16500,USD,Henry Hall,100000,92735.05,Marketing,Employee,4.69,4,15,1.3,2023 Q2,Indirect ,Sanders-Callahan,Yes,5,6,,
PO1006,CAT004,I102,Epson PowerLite 1781W,,,The Epson PowerLite 1781W is a versatile and portable projector suitable for presentations and classrooms. It offers WXGA resolution and wireless connectivity for easy setup.,"Specs: 3,200 lumens, WXGA resolution, wireless connectivity, HDMI input, 10,000:1 contrast ratio.",Presentation Equipment,Projector,US051,James,SUP044,Australia,+61 8709833097,andrews-ferguson@gmail.com,02-04-2023,2/24/2023,6,1182.35,7094.1,CC85,GL15700,USD,Cathy Brown,900000,892905.9,Finance,Procurement Manager,3.57,3,14,4.36,2023 Q1,Indirect ,Andrews-Ferguson,Yes,3,7,,
PO1026,CAT016,I111,Epson Home Cinema 4010,,,"The Epson Home Cinema 4010 is a 4K PRO-UHD projector designed for home theaters. It offers HDR support, advanced image processing, and a high contrast ratio for an immersive viewing experience.","Specs: 2,400 lumens, 4K PRO-UHD resolution, HDR support, 200,000:1 contrast ratio, HDMI/USB inputs.",Presentation Equipment,Projector,US064,Dylan,SUP056,Brazil,+55 1931204028,martinezinc@gmail.com,2/15/2024,2/25/2024,7,1013.08,7091.56,CC102,GL17300,USD,Bob Lee,1200000,1192908.44,Production,Procurement Manager,4.2,4,16,2.54,2024 Q1,Indirect ,Martinez Inc,Yes,4,7,,
PO1032,CAT011,I108,Sony VPL-VW295ES,,,"The Sony VPL-VW295ES is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,500 lumens, 3840x2160 resolution, HDR support, SXRD panel, HDMI/USB inputs.",Presentation Equipment,Projector,US016,Sofia,SUP051,Australia,+61 5403033309,gregoryltd@gmail.com,2/17/2023,03-03-2023,6,1071.29,6427.74,CC89,GL16100,USD,Grace Moore,8500000,8493572.26,Warehouse,Procurement Manager,3.98,4,17,3.9,2023 Q1,Indirect ,Gregory Ltd,Yes,5,7,,
PO1103,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U001,John,S004,India,123-456-7890,johndoe@example.com,1/15/2023,02-01-2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,16,4.8,2023 Q1,Service,Data Dynamics Corp.,Yes,5,6,,
PO1109,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1000,William,S004,India,637-555-9183,user1000@example.com,2/21/2023,4/19/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,13,4.8,2023 Q1,Service,Data Dynamics Corp.,Yes,3,6,,
PO1112,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1010,Emily,S002,Canada,972-555-3458,user1010@example.com,01-01-2023,2/15/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,12,4.8,2023 Q1,Service,Global Services Co.,Yes,4,5,,
PO1113,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1010,Daniel,S002,Canada,972-555-3458,user1010@example.com,01-01-2023,2/15/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,12,4.8,2023 Q1,Service,Global Services Co.,Yes,4,5,,
PO1114,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1010,Charlotte,S004,India,972-555-3458,user1010@example.com,01-01-2023,2/15/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,14,4.8,2023 Q1,Service,Data Dynamics Corp.,Yes,3,8,,
PO1115,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1010,Benjamin,S003,UK,972-555-3458,user1010@example.com,01-01-2023,2/15/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,15,4.8,2023 Q1,Service,Innovative IT Ltd.,Yes,4,6,,
PO1120,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1015,Elijah,S002,Canada,415-555-4616,user1015@example.com,12/25/2023,2/20/2024,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,15,4.8,2023 Q4,Service,Global Services Co.,Yes,4,6,,
PO1121,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1015,Ava,S005,Australia,415-555-4616,user1015@example.com,12/25/2023,2/20/2024,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,15,4.8,2023 Q4,Service,FutureTech Enterprises,Yes,5,7,,
PO1122,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1015,Logan,S004,India,415-555-4616,user1015@example.com,12/25/2023,2/20/2024,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,11,4.8,2023 Q4,Service,Data Dynamics Corp.,Yes,3,6,,
PO1123,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1015,Harper,S005,Australia,415-555-4616,user1015@example.com,12/25/2023,2/20/2024,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,15,4.8,2023 Q4,Service,FutureTech Enterprises,Yes,4,6,,
PO1129,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1020,Ella,S005,Australia,297-555-5752,user1020@example.com,9/13/2023,9/22/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,12,4.8,2023 Q3,Service,FutureTech Enterprises,Yes,4,5,,
PO1130,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1020,Sofia,S001,USA,297-555-5752,user1020@example.com,9/13/2023,9/22/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,16,4.8,2023 Q3,Service,Tech Solutions Inc.,Yes,3,8,,
